0
20
125
58
95
104
19
65
124
120
125
104
27
51
126
58
100
59
112
-112
-59
-100
-58
-126
-51
-27
-104
-125
-120
-124
-65
-19
-104
-95
-58
-125
-20
0
20
125
58
95
104
19
